	index
1701	TCGA-DJ-A2Q3-01
1702	TCGA-MP-A4TJ-01
1703	TCGA-FD-A3B3-01
1704	TCGA-2F-A9KR-01
1705	TCGA-Y8-A897-01
1706	TCGA-W8-A86G-01
1707	TCGA-R6-A8W8-01
1708	TCGA-77-A5G1-01
1709	TCGA-B0-5116-01
1710	TCGA-13-0768-01
1711	TCGA-YL-A8SJ-01
1712	TCGA-A2-A0YI-01
1713	TCGA-24-0970-01
1714	TCGA-IN-A6RO-01
1715	TCGA-DF-A2KV-01
1716	TCGA-EJ-5525-01
1717	TCGA-D3-A1Q4-06
1718	TCGA-A4-A48D-01
1719	TCGA-C5-A7X5-01
1720	TCGA-YL-A9WK-01
1721	TCGA-AC-A8OQ-01
1722	TCGA-DA-A1I2-06
1723	TCGA-E1-A7YY-01
1724	TCGA-BM-6198-01
1725	TCGA-HT-7474-01
1726	TCGA-55-6969-01
1727	TCGA-G3-A3CK-01
1728	TCGA-CZ-5453-01
1729	TCGA-EM-A4FN-01
1730	TCGA-WN-AB4C-01
1731	TCGA-FS-A1ZH-06
1732	TCGA-27-1832-01
1733	TCGA-EE-A2GJ-06
1734	TCGA-DU-7009-01
1735	TCGA-EM-A3SX-01
1736	TCGA-CJ-5679-01
1737	TCGA-AR-A1AH-01
1738	TCGA-PJ-A5Z8-01
1739	TCGA-28-5218-01
1740	TCGA-BH-A0B6-01
1741	TCGA-AO-A1KS-01
1742	TCGA-XJ-A9DQ-01
1743	TCGA-34-5234-01
1744	TCGA-NH-A50V-01
1745	TCGA-AR-A1AW-01
1746	TCGA-A1-A0SM-01
1747	TCGA-TQ-A7RK-01
1748	TCGA-HT-7479-01
1749	TCGA-AC-A6IX-01
1750	TCGA-BP-4998-01
1751	TCGA-EJ-7797-01
1752	TCGA-BH-A0GZ-01
1753	TCGA-34-8455-01
1754	TCGA-VQ-A91U-01
1755	TCGA-ZG-A9ND-01
1756	TCGA-19-2620-01
1757	TCGA-CD-8530-01
1758	TCGA-D3-A1Q5-06
1759	TCGA-D3-A5GN-06
1760	TCGA-D3-A3CE-06
1761	TCGA-A2-A0SX-01
1762	TCGA-05-5428-01
1763	TCGA-L5-A43H-01
1764	TCGA-HI-7168-01
1765	TCGA-BA-5153-01
1766	TCGA-28-2513-01
1767	TCGA-EW-A1IY-01
1768	TCGA-44-A47G-01
1769	TCGA-EL-A4KH-01
1770	TCGA-XF-AAN5-01
1771	TCGA-BA-A6DL-01
1772	TCGA-C8-A1HL-01
1773	TCGA-AL-3468-01
1774	TCGA-VP-A876-01
1775	TCGA-DB-A64O-01
1776	TCGA-73-4677-01
1777	TCGA-DD-A3A8-01
1778	TCGA-39-5024-01
1779	TCGA-77-A5GB-01
1780	TCGA-G4-6299-01
1781	TCGA-D6-6515-01
1782	TCGA-UC-A7PG-01
1783	TCGA-91-6830-01
1784	TCGA-DK-A3X1-01
1785	TCGA-24-1843-01
1786	TCGA-SX-A7SL-01
1787	TCGA-B0-4827-01
1788	TCGA-FS-A1ZZ-06
1789	TCGA-V1-A8ML-01
1790	TCGA-BP-4994-01
1791	TCGA-EB-A5UN-06
1792	TCGA-CR-7404-01
1793	TCGA-HT-7482-01
1794	TCGA-CV-7089-01
1795	TCGA-85-8580-01
1796	TCGA-BR-A4J8-01
1797	TCGA-VS-A9UQ-01
1798	TCGA-BR-4366-01
1799	TCGA-55-6543-01
1800	TCGA-HC-7749-01
1801	TCGA-ET-A3BT-01
1802	TCGA-HC-A76X-01
1803	TCGA-TQ-A7RS-01
1804	TCGA-AR-A0TP-01
1805	TCGA-A4-7288-01
1806	TCGA-EJ-5511-01
1807	TCGA-HT-7483-01
1808	TCGA-FS-A1YX-06
1809	TCGA-V1-A9ZG-01
1810	TCGA-MR-A520-01
1811	TCGA-77-8139-01
1812	TCGA-21-5786-01
1813	TCGA-CG-4474-01
1814	TCGA-28-5208-01
1815	TCGA-GN-A267-06
1816	TCGA-A8-A07B-01
1817	TCGA-DB-A4XG-01
1818	TCGA-06-5408-01
1819	TCGA-BT-A20W-01
1820	TCGA-AA-A02Y-01
1821	TCGA-GN-A262-06
1822	TCGA-E1-A7YS-01
1823	TCGA-AK-3440-01
1824	TCGA-A4-8311-01
1825	TCGA-F4-6806-01
1826	TCGA-BR-7703-01
1827	TCGA-55-7724-01
1828	TCGA-J2-A4AE-01
1829	TCGA-FY-A3NM-01
1830	TCGA-J2-A4AD-01
1831	TCGA-98-8020-01
1832	TCGA-B6-A1KF-01
1833	TCGA-T1-A6J8-01
1834	TCGA-IQ-7631-01
1835	TCGA-DC-5337-01
1836	TCGA-A7-A26I-01
1837	TCGA-B5-A0JN-01
1838	TCGA-DY-A1DC-01
1839	TCGA-BC-A69H-01
1840	TCGA-E9-A1N4-01
1841	TCGA-99-8032-01
1842	TCGA-ER-A2NG-06
1843	TCGA-D8-A1XJ-01
1844	TCGA-EX-A69M-01
1845	TCGA-LN-A9FP-01
1846	TCGA-BJ-A0ZH-01
1847	TCGA-BR-8058-01
1848	TCGA-VQ-AA6G-01
1849	TCGA-69-8253-01
1850	TCGA-CN-6017-01
1851	TCGA-WE-A8ZY-06
1852	TCGA-AA-A01Z-01
1853	TCGA-XF-A9T3-01
1854	TCGA-MZ-A6I9-01
1855	TCGA-5L-AAT0-01
1856	TCGA-IQ-7630-01
1857	TCGA-BH-A18S-01
1858	TCGA-BW-A5NP-01
1859	TCGA-EW-A3U0-01
1860	TCGA-HC-7078-01
1861	TCGA-CH-5767-01
1862	TCGA-G6-A8L6-01
1863	TCGA-25-2393-01
1864	TCGA-UB-AA0U-01
1865	TCGA-93-A4JP-01
1866	TCGA-G7-6796-01
1867	TCGA-ED-A66X-01
1868	TCGA-J9-A8CP-01
1869	TCGA-CN-5355-01
1870	TCGA-E2-A14S-01
1871	TCGA-23-2077-01
1872	TCGA-F7-A624-01
1873	TCGA-EW-A1IZ-01
1874	TCGA-CV-A45Y-01
1875	TCGA-DU-6392-01
1876	TCGA-DJ-A13V-01
1877	TCGA-16-1045-01
1878	TCGA-D8-A1X6-01
1879	TCGA-FR-A7U9-06
1880	TCGA-MP-A4T7-01
1881	TCGA-DC-6683-01
1882	TCGA-DD-AACT-01
1883	TCGA-DJ-A3UO-01
1884	TCGA-CV-5432-01
1885	TCGA-CV-7263-01
1886	TCGA-3A-A9I7-01
1887	TCGA-EL-A3H4-01
1888	TCGA-50-5939-01
1889	TCGA-C8-A133-01
1890	TCGA-DD-AADC-01
1891	TCGA-DJ-A1QM-01
1892	TCGA-5X-AA5U-01
1893	TCGA-21-1083-01
1894	TCGA-50-8460-01
1895	TCGA-2Z-A9JP-01
1896	TCGA-FD-A5BU-01
1897	TCGA-DU-5870-01
1898	TCGA-CE-A27D-01
1899	TCGA-B0-5092-01
1900	TCGA-60-2720-01
1901	TCGA-86-A4D0-01
1902	TCGA-77-A5FZ-01
1903	TCGA-G9-6494-01
1904	TCGA-29-1694-01
1905	TCGA-D8-A1X8-01
1906	TCGA-EL-A4K1-01
1907	TCGA-FJ-A3ZE-01
1908	TCGA-BP-4801-01
1909	TCGA-B0-4810-01
1910	TCGA-FG-A4MT-01
1911	TCGA-D6-8568-01
1912	TCGA-59-A5PD-01
1913	TCGA-HW-7490-01
1914	TCGA-A2-A1G1-01
1915	TCGA-CN-4733-01
1916	TCGA-CC-5263-01
1917	TCGA-63-A5MW-01
1918	TCGA-G9-6363-01
1919	TCGA-E9-A22D-01
1920	TCGA-85-A50Z-01
1921	TCGA-B8-4619-01
1922	TCGA-DD-AAVY-01
1923	TCGA-CN-6013-01
1924	TCGA-BB-4228-01
1925	TCGA-BP-5183-01
1926	TCGA-YL-A8SA-01
1927	TCGA-ZJ-AAXD-01
1928	TCGA-BC-A3KG-01
1929	TCGA-CM-6677-01
1930	TCGA-KS-A4I1-01
1931	TCGA-E2-A1IJ-01
1932	TCGA-BT-A20P-01
1933	TCGA-EE-A17Y-06
1934	TCGA-A6-6142-01
1935	TCGA-F2-A44G-01
1936	TCGA-B5-A3FB-01
1937	TCGA-KH-A6WC-01
1938	TCGA-E6-A8L9-01
1939	TCGA-ZF-A9RF-01
1940	TCGA-E9-A2JT-01
1941	TCGA-CR-7370-01
1942	TCGA-86-8672-01
1943	TCGA-HU-A4H0-01
1944	TCGA-BT-A42E-01
1945	TCGA-19-2619-01
1946	TCGA-HV-A5A4-01
1947	TCGA-14-1829-01
1948	TCGA-EJ-5508-01
1949	TCGA-VS-A9UB-01
1950	TCGA-EE-A2MU-06
1951	TCGA-61-1995-01
1952	TCGA-BQ-5884-01
1953	TCGA-FG-A4MX-01
1954	TCGA-D8-A27M-01
1955	TCGA-B4-5834-01
1956	TCGA-90-7964-01
1957	TCGA-13-1509-01
1958	TCGA-S3-AA12-01
1959	TCGA-29-1695-01
1960	TCGA-HT-7860-01
1961	TCGA-A2-A0CL-01
1962	TCGA-55-A48Y-01
1963	TCGA-GN-A266-06
1964	TCGA-EZ-7264-01
1965	TCGA-A8-A083-01
1966	TCGA-EW-A1J3-01
1967	TCGA-YL-A8HJ-01
1968	TCGA-PG-A5BC-01
1969	TCGA-E6-A2P8-01
1970	TCGA-IB-7887-01
1971	TCGA-LD-A74U-01
1972	TCGA-CV-7411-01
1973	TCGA-BR-A44T-01
1974	TCGA-24-2019-01
1975	TCGA-86-8585-01
1976	TCGA-B0-5106-01
1977	TCGA-33-AASL-01
1978	TCGA-77-8143-01
1979	TCGA-04-1332-01
1980	TCGA-97-A4M2-01
1981	TCGA-A2-A3XU-01
1982	TCGA-E1-A7YN-01
1983	TCGA-CZ-4856-01
1984	TCGA-GD-A2C5-01
1985	TCGA-A2-A0D4-01
1986	TCGA-LP-A4AW-01
1987	TCGA-S9-A6TY-01
1988	TCGA-HT-8104-01
1989	TCGA-85-A5B5-01
1990	TCGA-2J-AABT-01
1991	TCGA-BR-6457-01
1992	TCGA-DU-A5TT-01
1993	TCGA-CJ-4641-01
1994	TCGA-A6-A56B-01
1995	TCGA-FE-A237-01
1996	TCGA-AC-A2FE-01
1997	TCGA-HC-A48F-01
1998	TCGA-F9-A8NY-01
1999	TCGA-ZP-A9D0-01
2000	TCGA-P4-AAVK-01
2001	TCGA-BG-A0MK-01
2002	TCGA-CG-4438-01
2003	TCGA-D3-A51E-06
2004	TCGA-EK-A2RO-01
2005	TCGA-JW-A5VH-01
2006	TCGA-AN-A049-01
2007	TCGA-55-7994-01
2008	TCGA-DJ-A3UK-01
2009	TCGA-13-0800-01
2010	TCGA-EM-A3FN-01
2011	TCGA-EL-A3H2-01
2012	TCGA-64-1680-01
2013	TCGA-AN-A0AS-01
2014	TCGA-39-5036-01
2015	TCGA-EM-A3O6-01
2016	TCGA-97-8171-01
2017	TCGA-05-5420-01
2018	TCGA-2Z-A9J7-01
2019	TCGA-BR-A4QL-01
2020	TCGA-B8-4146-01
2021	TCGA-KK-A8IC-01
2022	TCGA-FY-A3NN-01
2023	TCGA-52-7622-01
2024	TCGA-EY-A2OQ-01
2025	TCGA-CH-5788-01
2026	TCGA-ER-A3PL-06
2027	TCGA-M7-A721-01
2028	TCGA-76-4931-01
2029	TCGA-XF-AAMH-01
2030	TCGA-HT-7605-01
2031	TCGA-E9-A22H-01
2032	TCGA-QU-A6IM-01
2033	TCGA-MT-A7BN-01
2034	TCGA-XS-A8TJ-01
2035	TCGA-OL-A6VO-01
2036	TCGA-EE-A20C-06
2037	TCGA-EJ-7789-01
2038	TCGA-EJ-A6RA-01
2039	TCGA-94-7033-01
2040	TCGA-FY-A40N-01
2041	TCGA-05-4433-01
2042	TCGA-EE-A2A1-06
2043	TCGA-DE-A0XZ-01
2044	TCGA-EJ-5530-01
2045	TCGA-E7-A85H-01
2046	TCGA-66-2773-01
2047	TCGA-BH-A0DV-01
2048	TCGA-B0-4821-01
2049	TCGA-EY-A1GX-01
2050	TCGA-VM-A8C9-01
2051	TCGA-C8-A278-01
2052	TCGA-TM-A84C-01
2053	TCGA-BJ-A28Z-01
2054	TCGA-BT-A20R-01
2055	TCGA-CC-A5UC-01
2056	TCGA-A4-7734-01
2057	TCGA-AZ-4682-01
2058	TCGA-AN-A04D-01
2059	TCGA-F7-8489-01
2060	TCGA-A2-A0YM-01
2061	TCGA-EE-A3AA-06
2062	TCGA-DJ-A3UY-01
2063	TCGA-58-8388-01
2064	TCGA-A8-A097-01
2065	TCGA-06-2569-01
2066	TCGA-L5-A8NV-01
2067	TCGA-V1-A8MK-01
2068	TCGA-60-2716-01
2069	TCGA-HQ-A2OE-01
2070	TCGA-KC-A4BN-01
2071	TCGA-T3-A92N-01
2072	TCGA-22-4609-01
2073	TCGA-J4-AATV-01
2074	TCGA-58-8392-01
2075	TCGA-B7-5816-01
2076	TCGA-UY-A8OD-01
2077	TCGA-KP-A3W1-01
2078	TCGA-61-2003-01
2079	TCGA-B8-A54J-01
2080	TCGA-E9-A226-01
2081	TCGA-A2-A25F-01
2082	TCGA-DD-AAE4-01
2083	TCGA-26-5134-01
2084	TCGA-TM-A7C3-01
2085	TCGA-GU-A767-01
2086	TCGA-GK-A6C7-01
2087	TCGA-FY-A3W9-01
2088	TCGA-EY-A549-01
2089	TCGA-CV-A461-01
2090	TCGA-KK-A6E1-01
2091	TCGA-IG-A3I8-01
2092	TCGA-IB-AAUQ-01
2093	TCGA-B6-A0WV-01
2094	TCGA-DO-A1JZ-01
2095	TCGA-G3-A3CH-01
2096	TCGA-C8-A130-01
2097	TCGA-28-5215-01
2098	TCGA-CJ-5686-01
2099	TCGA-E2-A1LA-01
2100	TCGA-HT-A5R7-01
2101	TCGA-D6-A74Q-01
2102	TCGA-BP-4177-01
2103	TCGA-A8-A090-01
2104	TCGA-FS-A1ZE-06
2105	TCGA-2J-AABK-01
2106	TCGA-E9-A1RE-01
2107	TCGA-P5-A72X-01
2108	TCGA-G2-A3VY-01
2109	TCGA-LL-A6FR-01
2110	TCGA-78-7537-01
2111	TCGA-AR-A24K-01
2112	TCGA-BR-7723-01
2113	TCGA-AC-A3QQ-01
2114	TCGA-E2-A155-01
2115	TCGA-4C-A93U-01
2116	TCGA-55-A48Z-01
2117	TCGA-KC-A4BR-01
2118	TCGA-HQ-A5ND-01
2119	TCGA-IG-A3Y9-01
2120	TCGA-05-4396-01
2121	TCGA-MP-A4T8-01
2122	TCGA-QH-A6X5-01
2123	TCGA-EE-A2GH-06
2124	TCGA-BB-4225-01
2125	TCGA-HZ-7925-01
2126	TCGA-4Z-AA7W-01
2127	TCGA-2A-A8VX-01
2128	TCGA-FY-A3TY-01
2129	TCGA-HT-8113-01
2130	TCGA-L5-A4ON-01
2131	TCGA-BQ-7044-01
2132	TCGA-VQ-A94T-01
2133	TCGA-77-8156-01
2134	TCGA-XF-A9T5-01
2135	TCGA-BH-A0DI-01
2136	TCGA-HC-A6AP-01
2137	TCGA-60-2703-01
2138	TCGA-A8-A07E-01
2139	TCGA-GD-A3OP-01
2140	TCGA-D7-8579-01
2141	TCGA-DW-7837-01
2142	TCGA-AC-A3W5-01
2143	TCGA-DU-5847-01
2144	TCGA-G9-6356-01
2145	TCGA-UY-A78K-01
2146	TCGA-XK-AAK1-01
2147	TCGA-E2-A1II-01
2148	TCGA-NJ-A4YG-01
2149	TCGA-P5-A5EZ-01
2150	TCGA-V1-A9OF-01
2151	TCGA-AR-A2LQ-01
2152	TCGA-E9-A2JS-01
2153	TCGA-BC-A110-01
2154	TCGA-BP-4965-01
2155	TCGA-D5-6530-01
2156	TCGA-04-1655-01
2157	TCGA-E2-A153-01
2158	TCGA-D8-A27T-01
2159	TCGA-DD-AADU-01
2160	TCGA-78-7633-01
2161	TCGA-KC-A7FE-01
2162	TCGA-64-5781-01
2163	TCGA-DD-AADP-01
2164	TCGA-L5-A88Y-01
2165	TCGA-HT-7695-01
2166	TCGA-HC-7820-01
2167	TCGA-T9-A92H-01
2168	TCGA-A2-A0CP-01
2169	TCGA-DJ-A2QA-01
2170	TCGA-04-1362-01
2171	TCGA-AR-A0U3-01
2172	TCGA-FG-8187-01
2173	TCGA-66-2757-01
2174	TCGA-DM-A280-01
2175	TCGA-13-0797-01
2176	TCGA-BQ-7061-01
2177	TCGA-E8-A3X7-01
2178	TCGA-CQ-5326-01
2179	TCGA-DD-A4NH-01
2180	TCGA-EJ-5542-01
2181	TCGA-HC-7750-01
2182	TCGA-EJ-A65B-01
2183	TCGA-94-A5I6-01
2184	TCGA-E3-A3E2-01
2185	TCGA-VR-A8EX-01
2186	TCGA-13-A5FT-01
2187	TCGA-BJ-A0YZ-01
2188	TCGA-DH-5143-01
2189	TCGA-Q1-A6DT-01
2190	TCGA-EE-A2MP-06
2191	TCGA-AG-3742-01
2192	TCGA-D7-6815-01
2193	TCGA-A2-A0CR-01
2194	TCGA-BA-7269-01
2195	TCGA-A5-A3LO-01
2196	TCGA-AR-A1AJ-01
2197	TCGA-HU-A4GD-01
2198	TCGA-AO-A12B-01
2199	TCGA-DS-A0VM-01
2200	TCGA-F2-7273-01
2201	TCGA-F7-A50I-01
2202	TCGA-2A-AAYF-01
2203	TCGA-EK-A2R7-01
2204	TCGA-DU-6410-01
2205	TCGA-GN-A4U9-06
2206	TCGA-CQ-5332-01
2207	TCGA-CI-6622-01
2208	TCGA-NJ-A4YQ-01
2209	TCGA-CJ-4639-01
2210	TCGA-19-2625-01
2211	TCGA-FS-A1ZC-06
2212	TCGA-24-1603-01
2213	TCGA-CJ-4908-01
2214	TCGA-31-1959-01
2215	TCGA-85-A510-01
2216	TCGA-D3-A3MU-06
2217	TCGA-ZF-AA4T-01
2218	TCGA-55-6642-01
2219	TCGA-HD-A6HZ-01
2220	TCGA-EM-A2CT-01
2221	TCGA-BR-4187-01
2222	TCGA-94-8490-01
2223	TCGA-IM-A420-01
2224	TCGA-2Y-A9H2-01
2225	TCGA-A7-A4SE-01
2226	TCGA-AN-A0FZ-01
2227	TCGA-XF-A9SZ-01
2228	TCGA-Z2-A8RT-06
2229	TCGA-DB-A4XF-01
2230	TCGA-VQ-A928-01
2231	TCGA-MP-A4T9-01
2232	TCGA-TM-A84G-01
2233	TCGA-IB-7891-01
2234	TCGA-VS-A9UL-01
2235	TCGA-HT-7694-01
2236	TCGA-NH-A6GC-01
2237	TCGA-14-1825-01
2238	TCGA-BH-A0BR-01
2239	TCGA-HC-7213-01
2240	TCGA-V1-A8WW-01
2241	TCGA-FS-A1ZD-06
2242	TCGA-TQ-A7RP-01
2243	TCGA-VS-A9UZ-01
2244	TCGA-CR-6480-01
2245	TCGA-A2-A04X-01
2246	TCGA-AO-A1KT-01
2247	TCGA-CR-6477-01
2248	TCGA-CZ-5982-01
2249	TCGA-CG-4460-01
2250	TCGA-30-1857-01
2251	TCGA-22-4591-01
2252	TCGA-A2-A0YD-01
2253	TCGA-27-1830-01
2254	TCGA-ZJ-A8QO-01
2255	TCGA-LL-A5YN-01
2256	TCGA-B9-A5W9-01
2257	TCGA-DA-A3F5-06
2258	TCGA-CV-5978-01
2259	TCGA-EE-A2MM-06
2260	TCGA-EL-A3GX-01
2261	TCGA-YL-A8SO-01
2262	TCGA-UY-A9PA-01
2263	TCGA-F4-6856-01
2264	TCGA-AO-A125-01
2265	TCGA-E9-A1R2-01
2266	TCGA-FD-A5BV-01
2267	TCGA-CU-A0YR-01
2268	TCGA-F1-A448-01
2269	TCGA-AX-A3G9-01
2270	TCGA-AN-A041-01
2271	TCGA-BH-A18K-01
2272	TCGA-B9-5156-01
2273	TCGA-55-6985-01
2274	TCGA-G5-6641-01
2275	TCGA-MY-A5BE-01
2276	TCGA-BP-5196-01
2277	TCGA-86-8358-01
2278	TCGA-CV-A463-01
2279	TCGA-VS-A9UD-01
2280	TCGA-S9-A6TW-01
2281	TCGA-29-1766-01
2282	TCGA-OL-A66P-01
2283	TCGA-E9-A1RD-01
2284	TCGA-MA-AA3X-01
2285	TCGA-P5-A5F4-01
2286	TCGA-20-1683-01
2287	TCGA-BR-6706-01
2288	TCGA-F7-A622-01
2289	TCGA-OY-A56P-01
2290	TCGA-EE-A2GC-06
2291	TCGA-69-8254-01
2292	TCGA-66-2777-01
2293	TCGA-UZ-A9PS-01
2294	TCGA-BK-A6W4-01
2295	TCGA-56-A62T-01
2296	TCGA-50-5045-01
2297	TCGA-CM-6163-01
2298	TCGA-HC-A6HY-01
2299	TCGA-BP-4974-01
2300	TCGA-P3-A6T4-01
2301	TCGA-ET-A39I-01
2302	TCGA-24-1842-01
2303	TCGA-ET-A39L-01
2304	TCGA-2L-AAQJ-01
2305	TCGA-IR-A3LK-01
2306	TCGA-CR-7394-01
2307	TCGA-MK-A4N7-01
2308	TCGA-EE-A29D-06
2309	TCGA-D6-A6EK-01
2310	TCGA-EJ-5517-01
2311	TCGA-UZ-A9Q1-01
2312	TCGA-IB-7647-01
2313	TCGA-EL-A3MX-01
2314	TCGA-J8-A3NZ-01
2315	TCGA-D6-A6EQ-01
2316	TCGA-XJ-A9DX-01
2317	TCGA-VS-A8EI-01
2318	TCGA-24-1469-01
2319	TCGA-BP-4982-01
2320	TCGA-98-A539-01
2321	TCGA-DJ-A2PW-01
2322	TCGA-ET-A3DP-01
2323	TCGA-73-4666-01
2324	TCGA-AO-A0J6-01
2325	TCGA-MZ-A7D7-01
2326	TCGA-39-5027-01
2327	TCGA-G3-A7M6-01
2328	TCGA-GN-A9SD-06
2329	TCGA-HT-7902-01
2330	TCGA-BH-A1F0-01
2331	TCGA-E2-A1B5-01
2332	TCGA-HU-A4H6-01
2333	TCGA-AN-A03X-01
2334	TCGA-33-4589-01
2335	TCGA-ET-A25G-01
2336	TCGA-60-2708-01
2337	TCGA-MP-A4T4-01
2338	TCGA-GU-AATP-01
2339	TCGA-EE-A3AD-06
2340	TCGA-52-7811-01
2341	TCGA-41-2572-01
2342	TCGA-ER-A193-06
2343	TCGA-AF-2690-01
2344	TCGA-ZJ-AAXU-01
2345	TCGA-DE-A3KN-01
2346	TCGA-A8-A0A7-01
2347	TCGA-SW-A7EA-01
2348	TCGA-FU-A23K-01
2349	TCGA-22-1000-01
2350	TCGA-GU-AATQ-01
2351	TCGA-FS-A1YY-06
2352	TCGA-HV-A5A5-01
2353	TCGA-61-2094-01
2354	TCGA-CF-A1HR-01
2355	TCGA-PG-A7D5-01
2356	TCGA-AX-A2IN-01
2357	TCGA-EJ-5527-01
2358	TCGA-B5-A11R-01
2359	TCGA-2Z-A9JT-01
2360	TCGA-22-5471-01
2361	TCGA-G9-6333-01
2362	TCGA-CQ-6224-01
2363	TCGA-D3-A3C1-06
2364	TCGA-EE-A2M8-06
2365	TCGA-FG-A60J-01
2366	TCGA-PG-A916-01
2367	TCGA-A4-7585-01
2368	TCGA-BB-A6UM-01
2369	TCGA-CV-5444-01
2370	TCGA-IB-7649-01
2371	TCGA-D5-6928-01
2372	TCGA-AR-A1AL-01
2373	TCGA-BH-A0HU-01
2374	TCGA-AA-3506-01
2375	TCGA-K4-A3WS-01
2376	TCGA-AO-A0J9-01
2377	TCGA-ZG-A9L5-01
2378	TCGA-D8-A1XS-01
2379	TCGA-B0-5709-01
2380	TCGA-P5-A72W-01
2381	TCGA-B3-4104-01
2382	TCGA-ER-A19L-06
2383	TCGA-C8-A138-01
2384	TCGA-CM-5868-01
2385	TCGA-E2-A15A-01
2386	TCGA-20-1687-01
2387	TCGA-EM-A2OX-01
2388	TCGA-EA-A1QT-01
2389	TCGA-ZQ-A9CR-01
2390	TCGA-2J-AABV-01
2391	TCGA-A2-A0D3-01
2392	TCGA-78-7162-01
2393	TCGA-55-A493-01
2394	TCGA-OL-A66I-01
2395	TCGA-DK-A1AG-01
2396	TCGA-FB-A4P5-01
2397	TCGA-77-6843-01
2398	TCGA-TQ-A7RO-01
2399	TCGA-DU-5871-01
2400	TCGA-MI-A75I-01
2401	TCGA-DD-AAE7-01
2402	TCGA-E2-A14Y-01
2403	TCGA-D3-A2JL-06
2404	TCGA-NJ-A55O-01
2405	TCGA-22-5491-01
2406	TCGA-EJ-5512-01
2407	TCGA-AG-3591-01
2408	TCGA-DK-AA6P-01
2409	TCGA-55-7725-01
2410	TCGA-B8-5162-01
2411	TCGA-E2-A1BD-01
2412	TCGA-23-1114-01
2413	TCGA-CK-5912-01
2414	TCGA-CG-5718-01
2415	TCGA-EM-A3OB-01
2416	TCGA-32-1982-01
2417	TCGA-UY-A9PE-01
2418	TCGA-DU-A5TR-01
2419	TCGA-NJ-A55R-01
2420	TCGA-24-2033-01
2421	TCGA-CN-5373-01
2422	TCGA-91-8499-01
2423	TCGA-QU-A6IN-01
2424	TCGA-61-2113-01
2425	TCGA-YL-A8HK-01
2426	TCGA-AD-6890-01
2427	TCGA-E2-A1AZ-01
2428	TCGA-DJ-A2PO-01
2429	TCGA-HE-7130-01
2430	TCGA-D5-6534-01
2431	TCGA-A4-A57E-01
2432	TCGA-A8-A08X-01
2433	TCGA-FE-A3PA-01
2434	TCGA-52-7810-01
2435	TCGA-LN-A49R-01
2436	TCGA-B0-4706-01
2437	TCGA-BR-6852-01
2438	TCGA-25-1323-01
2439	TCGA-DJ-A3VK-01
2440	TCGA-A7-A3J1-01
2441	TCGA-VS-A94Z-01
2442	TCGA-CG-5725-01
2443	TCGA-CN-6010-01
2444	TCGA-F5-6813-01
2445	TCGA-86-8671-01
2446	TCGA-UZ-A9PN-01
2447	TCGA-HT-A616-01
2448	TCGA-YL-A8SB-01
2449	TCGA-D5-6926-01
2450	TCGA-E1-5322-01
2451	TCGA-FD-A43U-01
2452	TCGA-FG-8181-01
2453	TCGA-AJ-A5DW-01
2454	TCGA-MA-AA3W-01
2455	TCGA-DS-A7WF-01
2456	TCGA-49-4510-01
2457	TCGA-56-8504-01
2458	TCGA-A2-A0T2-01
2459	TCGA-XF-AAN8-01
2460	TCGA-BR-A4PE-01
2461	TCGA-EE-A2GK-06
2462	TCGA-KQ-A41P-01
2463	TCGA-A5-A2K7-01
2464	TCGA-66-2788-01
2465	TCGA-DU-8163-01
2466	TCGA-CV-A6JN-01
2467	TCGA-S9-A6WG-01
2468	TCGA-E9-A1N5-01
2469	TCGA-EE-A2MT-06
2470	TCGA-FD-A62P-01
2471	TCGA-SX-A7SS-01
2472	TCGA-24-1463-01
2473	TCGA-CG-4440-01
2474	TCGA-FG-A710-01
2475	TCGA-US-A77E-01
2476	TCGA-ZG-A9MC-01
2477	TCGA-DD-A73A-01
2478	TCGA-23-1022-01
2479	TCGA-ZJ-A8QR-01
2480	TCGA-55-8087-01
2481	TCGA-AR-A5QQ-01
2482	TCGA-DW-5560-01
2483	TCGA-EU-5906-01
2484	TCGA-A2-A0CU-01
2485	TCGA-56-8308-01
2486	TCGA-23-1122-01
2487	TCGA-D9-A1JX-06
2488	TCGA-AR-A1AV-01
2489	TCGA-Z2-AA3V-06
2490	TCGA-DD-AADN-01
2491	TCGA-ED-A627-01
2492	TCGA-DD-AACL-01
2493	TCGA-B6-A3ZX-01
2494	TCGA-CN-A6V3-01
2495	TCGA-E8-A414-01
2496	TCGA-ET-A3BV-01
2497	TCGA-GC-A3OO-01
2498	TCGA-WY-A85E-01
2499	TCGA-56-7222-01
2500	TCGA-06-5411-01
2501	TCGA-63-7020-01
2502	TCGA-AK-3451-01
2503	TCGA-EJ-A8FO-01
2504	TCGA-NC-A5HT-01
2505	TCGA-L9-A7SV-01
2506	TCGA-DU-A5TU-01
2507	TCGA-CC-5262-01
2508	TCGA-BR-6563-01
2509	TCGA-EE-A17X-06
2510	TCGA-BR-7716-01
2511	TCGA-A3-3374-01
2512	TCGA-MI-A75C-01
2513	TCGA-13-1481-01
2514	TCGA-CN-6024-01
2515	TCGA-D6-8569-01
2516	TCGA-AO-A128-01
2517	TCGA-86-8076-01
2518	TCGA-CH-5768-01
2519	TCGA-AD-6899-01
2520	TCGA-A6-6649-01
2521	TCGA-CW-5591-01
